vector,alpha,layer,country,translated,subtask,local_ans_steer,local_ans_no_steer,local_ans_hinted
per-culture (en),2,24,Turkey,True,names,0.8803827751196173,0.6698564593301436,0.9904306220095693
per-culture (en),1,25,United States,True,cities,0.9648648648648649,0.527027027027027,1.0
per-culture (en),1,23,United States,True,culturebench,0.95,0.8833333333333333,0.95
per-culture (en),2,21,United States,True,culturedistil,0.5520231213872833,0.5115606936416185,0.7572254335260116
per-culture (en),2,21,United States,True,names,0.6051948051948052,0.4753246753246753,0.8727272727272727
universal (en),2,27,Bangladesh,False,cities,0.8444444444444444,0.4148148148148148,1.0
universal (en),1,23,Bangladesh,False,culturebench,0.84,0.76,0.9066666666666666
universal (en),2,25,Bangladesh,False,culturedistil,0.6474358974358975,0.5064102564102564,0.8974358974358975
universal (en),2,27,Bangladesh,False,names,0.8066037735849056,0.5754716981132075,0.9858490566037735
universal (en),1,21,Bangladesh,True,cities,0.5703703703703704,0.45925925925925926,1.0
universal (en),2,21,Bangladesh,True,culturebench,0.76,0.7333333333333333,0.8133333333333334
universal (en),2,21,Bangladesh,True,culturedistil,0.5576923076923077,0.5,0.7692307692307693
universal (en),2,21,Bangladesh,True,names,0.8679245283018868,0.7924528301886793,0.9481132075471698
universal (en),2,27,France,False,cities,0.7485714285714286,0.49142857142857144,1.0
universal (en),1,25,France,False,culturebench,0.7948717948717948,0.717948717948718,0.9487179487179487
universal (en),2,25,France,False,culturedistil,0.6233766233766234,0.42857142857142855,0.8636363636363636
universal (en),2,27,France,False,names,0.6698113207547169,0.5849056603773585,0.8301886792452831
universal (en),2,21,France,True,cities,0.5085714285714286,0.4514285714285714,1.0
universal (en),-1,21,France,True,culturebench,0.8717948717948718,0.8205128205128205,0.9487179487179487
universal (en),2,23,France,True,culturedistil,0.6558441558441559,0.525974025974026,0.7727272727272727
universal (en),2,23,France,True,names,0.6556603773584906,0.589622641509434,0.8584905660377359
universal (en),2,27,Russia,False,cities,0.8342857142857143,0.38857142857142857,1.0
universal (en),2,24,Russia,False,culturebench,0.75,0.6904761904761905,0.8333333333333334
universal (en),2,24,Russia,False,culturedistil,0.7531645569620253,0.4430379746835443,0.8860759493670886
universal (en),2,23,Russia,False,names,0.8405797101449275,0.5797101449275363,0.9347826086956522
universal (en),2,27,Russia,True,cities,0.8342857142857143,0.38285714285714284,1.0
universal (en),1,23,Russia,True,culturebench,0.7261904761904762,0.6666666666666666,0.7380952380952381
universal (en),2,24,Russia,True,culturedistil,0.7341772151898734,0.6455696202531646,0.8164556962025317
universal (en),2,25,Russia,True,names,0.7028985507246377,0.5072463768115942,0.8768115942028986
universal (en),2,27,Turkey,False,cities,0.8857142857142857,0.42857142857142855,1.0
universal (en),1,25,Turkey,False,culturebench,0.7280701754385965,0.7017543859649122,0.8421052631578947
universal (en),2,25,Turkey,False,culturedistil,0.6039603960396039,0.49504950495049505,0.905940594059406
universal (en),2,24,Turkey,False,names,0.7990430622009569,0.6172248803827751,0.9904306220095693
universal (en),2,21,Turkey,True,cities,0.6228571428571429,0.30857142857142855,1.0
universal (en),2,21,Turkey,True,culturebench,0.7456140350877193,0.6578947368421053,0.8508771929824561
universal (en),2,25,Turkey,True,culturedistil,0.6534653465346535,0.6039603960396039,0.8118811881188119
universal (en),2,21,Turkey,True,names,0.8373205741626795,0.6698564593301436,0.9904306220095693
universal (en),-1,21,United States,True,cities,0.7783783783783784,0.527027027027027,1.0
universal (en),2,24,United States,True,culturebench,0.95,0.8833333333333333,0.95
universal (en),-1,25,United States,True,culturedistil,0.6098265895953757,0.5115606936416185,0.7572254335260116
universal (en),-2,24,United States,True,names,0.5922077922077922,0.4753246753246753,0.8727272727272727
held-out universal (en),2,24,Bangladesh,False,cities,0.7185185185185186,0.4148148148148148,1.0
held-out universal (en),2,21,Bangladesh,False,culturebench,0.84,0.76,0.9066666666666666
held-out universal (en),2,24,Bangladesh,False,culturedistil,0.6410256410256411,0.5064102564102564,0.8974358974358975
held-out universal (en),2,27,Bangladesh,False,names,0.7924528301886793,0.5754716981132075,0.9858490566037735
held-out universal (en),1,21,Bangladesh,True,cities,0.562962962962963,0.45925925925925926,1.0
held-out universal (en),2,22,Bangladesh,True,culturebench,0.7733333333333333,0.7333333333333333,0.8133333333333334
held-out universal (en),2,21,Bangladesh,True,culturedistil,0.5576923076923077,0.5,0.7692307692307693
held-out universal (en),2,21,Bangladesh,True,names,0.8679245283018868,0.7924528301886793,0.9481132075471698
held-out universal (en),2,27,France,False,cities,0.68,0.49142857142857144,1.0
held-out universal (en),1,25,France,False,culturebench,0.7948717948717948,0.717948717948718,0.9487179487179487
held-out universal (en),2,24,France,False,culturedistil,0.6168831168831169,0.42857142857142855,0.8636363636363636
held-out universal (en),2,27,France,False,names,0.6792452830188679,0.5849056603773585,0.8301886792452831
held-out universal (en),2,21,France,True,cities,0.5085714285714286,0.4514285714285714,1.0
held-out universal (en),1,22,France,True,culturebench,0.8461538461538461,0.8205128205128205,0.9487179487179487
held-out universal (en),2,25,France,True,culturedistil,0.6623376623376623,0.525974025974026,0.7727272727272727
held-out universal (en),2,23,France,True,names,0.6650943396226415,0.589622641509434,0.8584905660377359
held-out universal (en),2,27,Russia,False,cities,0.7371428571428571,0.38857142857142857,1.0
held-out universal (en),2,22,Russia,False,culturebench,0.75,0.6904761904761905,0.8333333333333334
held-out universal (en),2,25,Russia,False,culturedistil,0.7278481012658228,0.4430379746835443,0.8860759493670886
held-out universal (en),2,23,Russia,False,names,0.8115942028985508,0.5797101449275363,0.9347826086956522
held-out universal (en),2,21,Russia,True,cities,0.7885714285714286,0.38285714285714284,1.0
held-out universal (en),1,23,Russia,True,culturebench,0.7261904761904762,0.6666666666666666,0.7380952380952381
held-out universal (en),1,25,Russia,True,culturedistil,0.7278481012658228,0.6455696202531646,0.8164556962025317
held-out universal (en),2,23,Russia,True,names,0.6739130434782609,0.5072463768115942,0.8768115942028986
held-out universal (en),2,27,Turkey,False,cities,0.8171428571428572,0.42857142857142855,1.0
held-out universal (en),1,21,Turkey,False,culturebench,0.7192982456140351,0.7017543859649122,0.8421052631578947
held-out universal (en),2,25,Turkey,False,culturedistil,0.594059405940594,0.49504950495049505,0.905940594059406
held-out universal (en),2,27,Turkey,False,names,0.7751196172248804,0.6172248803827751,0.9904306220095693
held-out universal (en),2,21,Turkey,True,cities,0.5771428571428572,0.30857142857142855,1.0
held-out universal (en),2,21,Turkey,True,culturebench,0.7456140350877193,0.6578947368421053,0.8508771929824561
held-out universal (en),1,25,Turkey,True,culturedistil,0.6435643564356436,0.6039603960396039,0.8118811881188119
held-out universal (en),2,21,Turkey,True,names,0.8325358851674641,0.6698564593301436,0.9904306220095693
held-out universal (en),-1,21,United States,True,cities,0.8027027027027027,0.527027027027027,1.0
held-out universal (en),2,22,United States,True,culturebench,0.95,0.8833333333333333,0.95
held-out universal (en),-1,25,United States,True,culturedistil,0.615606936416185,0.5115606936416185,0.7572254335260116
held-out universal (en),-2,24,United States,True,names,0.6,0.4753246753246753,0.8727272727272727
names (en),2,21,Bangladesh,False,cities,1.0,0.4148148148148148,1.0
names (en),1,21,Bangladesh,False,culturebench,0.8533333333333334,0.76,0.9066666666666666
names (en),2,21,Bangladesh,False,culturedistil,0.6923076923076923,0.5064102564102564,0.8974358974358975
names (en),2,21,Bangladesh,False,names,0.9056603773584906,0.5754716981132075,0.9858490566037735
names (en),2,20,Bangladesh,True,cities,0.7333333333333333,0.45925925925925926,1.0
names (en),2,22,Bangladesh,True,culturebench,0.7733333333333333,0.7333333333333333,0.8133333333333334
names (en),2,21,Bangladesh,True,culturedistil,0.6025641025641025,0.5,0.7692307692307693
names (en),2,21,Bangladesh,True,names,0.910377358490566,0.7924528301886793,0.9481132075471698
names (en),2,25,France,False,cities,0.8114285714285714,0.49142857142857144,1.0
names (en),2,23,France,False,culturebench,0.8717948717948718,0.717948717948718,0.9487179487179487
names (en),2,23,France,False,culturedistil,0.6558441558441559,0.42857142857142855,0.8636363636363636
names (en),2,23,France,False,names,0.7405660377358491,0.5849056603773585,0.8301886792452831
names (en),2,21,France,True,cities,0.6228571428571429,0.4514285714285714,1.0
names (en),-2,17,France,True,culturebench,0.8717948717948718,0.8205128205128205,0.9487179487179487
names (en),2,23,France,True,culturedistil,0.6558441558441559,0.525974025974026,0.7727272727272727
names (en),2,23,France,True,names,0.7169811320754716,0.589622641509434,0.8584905660377359
names (en),2,25,Russia,False,cities,0.8971428571428571,0.38857142857142857,1.0
names (en),2,22,Russia,False,culturebench,0.7738095238095238,0.6904761904761905,0.8333333333333334
names (en),2,25,Russia,False,culturedistil,0.8164556962025317,0.4430379746835443,0.8860759493670886
names (en),2,24,Russia,False,names,0.9347826086956522,0.5797101449275363,0.9347826086956522
names (en),2,21,Russia,True,cities,0.9771428571428571,0.38285714285714284,1.0
names (en),1,23,Russia,True,culturebench,0.7619047619047619,0.6666666666666666,0.7380952380952381
names (en),2,21,Russia,True,culturedistil,0.7721518987341772,0.6455696202531646,0.8164556962025317
names (en),2,23,Russia,True,names,0.6956521739130435,0.5072463768115942,0.8768115942028986
names (en),2,25,Turkey,False,cities,0.9542857142857143,0.42857142857142855,1.0
names (en),2,21,Turkey,False,culturebench,0.7456140350877193,0.7017543859649122,0.8421052631578947
names (en),2,24,Turkey,False,culturedistil,0.6386138613861386,0.49504950495049505,0.905940594059406
names (en),2,21,Turkey,False,names,0.9234449760765551,0.6172248803827751,0.9904306220095693
names (en),2,21,Turkey,True,cities,0.8171428571428572,0.30857142857142855,1.0
names (en),1,23,Turkey,True,culturebench,0.7456140350877193,0.6578947368421053,0.8508771929824561
names (en),2,21,Turkey,True,culturedistil,0.6683168316831684,0.6039603960396039,0.8118811881188119
names (en),2,21,Turkey,True,names,0.8947368421052632,0.6698564593301436,0.9904306220095693
names (en),1,25,United States,True,cities,0.9756756756756757,0.527027027027027,1.0
names (en),1,22,United States,True,culturebench,0.95,0.8833333333333333,0.95
names (en),2,21,United States,True,culturedistil,0.5549132947976878,0.5115606936416185,0.7572254335260116
names (en),2,21,United States,True,names,0.6181818181818182,0.4753246753246753,0.8727272727272727
per-task-culture (en),1,25,Bangladesh,False,cities,0.8444444444444444,0.4148148148148148,1.0
per-task-culture (en),2,23,Bangladesh,False,culturebench,0.8666666666666667,0.76,0.9066666666666666
per-task-culture (en),2,25,Bangladesh,False,culturedistil,0.7371794871794872,0.5064102564102564,0.8974358974358975
per-task-culture (en),2,21,Bangladesh,False,names,0.9056603773584906,0.5754716981132075,0.9858490566037735
per-task-culture (en),1,21,Bangladesh,True,cities,0.5777777777777777,0.45925925925925926,1.0
per-task-culture (en),1,21,Bangladesh,True,culturebench,0.76,0.7333333333333333,0.8133333333333334
per-task-culture (en),2,25,Bangladesh,True,culturedistil,0.6282051282051282,0.5,0.7692307692307693
per-task-culture (en),2,21,Bangladesh,True,names,0.910377358490566,0.7924528301886793,0.9481132075471698
per-task-culture (en),1,27,France,False,cities,0.76,0.49142857142857144,1.0
per-task-culture (en),-1,23,France,False,culturebench,0.7692307692307693,0.717948717948718,0.9487179487179487
per-task-culture (en),2,25,France,False,culturedistil,0.6168831168831169,0.42857142857142855,0.8636363636363636
per-task-culture (en),2,23,France,False,names,0.7405660377358491,0.5849056603773585,0.8301886792452831
per-task-culture (en),1,21,France,True,cities,0.49142857142857144,0.4514285714285714,1.0
per-task-culture (en),1,23,France,True,culturebench,0.8974358974358975,0.8205128205128205,0.9487179487179487
per-task-culture (en),2,25,France,True,culturedistil,0.6428571428571429,0.525974025974026,0.7727272727272727
per-task-culture (en),2,23,France,True,names,0.7169811320754716,0.589622641509434,0.8584905660377359
per-task-culture (en),2,25,Russia,False,cities,0.7828571428571428,0.38857142857142857,1.0
per-task-culture (en),1,22,Russia,False,culturebench,0.7261904761904762,0.6904761904761905,0.8333333333333334
per-task-culture (en),2,25,Russia,False,culturedistil,0.7658227848101266,0.4430379746835443,0.8860759493670886
per-task-culture (en),2,24,Russia,False,names,0.9347826086956522,0.5797101449275363,0.9347826086956522
per-task-culture (en),2,21,Russia,True,cities,0.8628571428571429,0.38285714285714284,1.0
per-task-culture (en),2,24,Russia,True,culturebench,0.7619047619047619,0.6666666666666666,0.7380952380952381
per-task-culture (en),2,25,Russia,True,culturedistil,0.7658227848101266,0.6455696202531646,0.8164556962025317
per-task-culture (en),2,23,Russia,True,names,0.6956521739130435,0.5072463768115942,0.8768115942028986
per-task-culture (en),1,27,Turkey,False,cities,0.7485714285714286,0.42857142857142855,1.0
per-task-culture (en),2,21,Turkey,False,culturebench,0.7280701754385965,0.7017543859649122,0.8421052631578947
per-task-culture (en),2,25,Turkey,False,culturedistil,0.599009900990099,0.49504950495049505,0.905940594059406
per-task-culture (en),2,21,Turkey,False,names,0.9234449760765551,0.6172248803827751,0.9904306220095693
per-task-culture (en),1,25,Turkey,True,cities,0.5314285714285715,0.30857142857142855,1.0
per-task-culture (en),2,24,Turkey,True,culturebench,0.7543859649122807,0.6578947368421053,0.8508771929824561
per-task-culture (en),2,25,Turkey,True,culturedistil,0.6782178217821783,0.6039603960396039,0.8118811881188119
per-task-culture (en),2,21,Turkey,True,names,0.8947368421052632,0.6698564593301436,0.9904306220095693
per-task-culture (en),1,23,United States,True,cities,0.9216216216216216,0.527027027027027,1.0
per-task-culture (en),1,23,United States,True,culturebench,0.95,0.8833333333333333,0.95
per-task-culture (en),2,25,United States,True,culturedistil,0.6184971098265896,0.5115606936416185,0.7572254335260116
per-task-culture (en),2,21,United States,True,names,0.6181818181818182,0.4753246753246753,0.8727272727272727
per-culture (translated),2,25,Bangladesh,False,cities,0.5259259259259259,0.4148148148148148,1.0
per-culture (translated),2,22,Bangladesh,False,culturebench,0.8533333333333334,0.76,0.9066666666666666
per-culture (translated),2,26,Bangladesh,False,culturedistil,0.6538461538461539,0.5064102564102564,0.8974358974358975
per-culture (translated),1,25,Bangladesh,False,names,0.7452830188679245,0.5754716981132075,0.9858490566037735
per-culture (translated),2,25,Bangladesh,True,cities,1.0,0.45925925925925926,1.0
per-culture (translated),-2,16,Bangladesh,True,culturebench,0.76,0.7333333333333333,0.8133333333333334
per-culture (translated),1,27,Bangladesh,True,culturedistil,0.5512820512820513,0.5,0.7692307692307693
per-culture (translated),1,25,Bangladesh,True,names,0.9198113207547169,0.7924528301886793,0.9481132075471698
per-culture (translated),2,25,France,False,cities,0.7714285714285715,0.49142857142857144,1.0
per-culture (translated),1,24,France,False,culturebench,0.7692307692307693,0.717948717948718,0.9487179487179487
per-culture (translated),2,25,France,False,culturedistil,0.6103896103896104,0.42857142857142855,0.8636363636363636
per-culture (translated),2,25,France,False,names,0.7216981132075472,0.5849056603773585,0.8301886792452831
per-culture (translated),2,27,France,True,cities,0.5714285714285714,0.4514285714285714,1.0
per-culture (translated),-2,29,France,True,culturebench,0.8717948717948718,0.8205128205128205,0.9487179487179487
per-culture (translated),2,25,France,True,culturedistil,0.6103896103896104,0.525974025974026,0.7727272727272727
per-culture (translated),2,25,France,True,names,0.7169811320754716,0.589622641509434,0.8584905660377359
per-culture (translated),2,27,Russia,False,cities,0.7828571428571428,0.38857142857142857,1.0
per-culture (translated),2,27,Russia,False,culturebench,0.7619047619047619,0.6904761904761905,0.8333333333333334
per-culture (translated),2,27,Russia,False,culturedistil,0.6962025316455697,0.4430379746835443,0.8860759493670886
per-culture (translated),2,27,Russia,False,names,0.8188405797101449,0.5797101449275363,0.9347826086956522
per-culture (translated),1,25,Russia,True,cities,0.8228571428571428,0.38285714285714284,1.0
per-culture (translated),1,24,Russia,True,culturebench,0.7023809523809523,0.6666666666666666,0.7380952380952381
per-culture (translated),1,25,Russia,True,culturedistil,0.7278481012658228,0.6455696202531646,0.8164556962025317
per-culture (translated),2,25,Russia,True,names,0.7753623188405797,0.5072463768115942,0.8768115942028986
per-culture (translated),2,25,Turkey,False,cities,0.6228571428571429,0.42857142857142855,1.0
per-culture (translated),1,21,Turkey,False,culturebench,0.7192982456140351,0.7017543859649122,0.8421052631578947
per-culture (translated),2,25,Turkey,False,culturedistil,0.5594059405940595,0.49504950495049505,0.905940594059406
per-culture (translated),2,27,Turkey,False,names,0.7990430622009569,0.6172248803827751,0.9904306220095693
per-culture (translated),2,21,Turkey,True,cities,0.6628571428571428,0.30857142857142855,1.0
per-culture (translated),2,21,Turkey,True,culturebench,0.7456140350877193,0.6578947368421053,0.8508771929824561
per-culture (translated),2,23,Turkey,True,culturedistil,0.6336633663366337,0.6039603960396039,0.8118811881188119
per-culture (translated),2,25,Turkey,True,names,0.8660287081339713,0.6698564593301436,0.9904306220095693
per-culture (translated),1,25,United States,True,cities,0.9648648648648649,0.527027027027027,1.0
per-culture (translated),1,23,United States,True,culturebench,0.95,0.8833333333333333,0.95
per-culture (translated),2,21,United States,True,culturedistil,0.5520231213872833,0.5115606936416185,0.7572254335260116
per-culture (translated),2,21,United States,True,names,0.6051948051948052,0.4753246753246753,0.8727272727272727
universal (translated),2,25,Bangladesh,False,cities,0.4740740740740741,0.4148148148148148,1.0
universal (translated),1,23,Bangladesh,False,culturebench,0.8133333333333334,0.76,0.9066666666666666
universal (translated),2,25,Bangladesh,False,culturedistil,0.5769230769230769,0.5064102564102564,0.8974358974358975
universal (translated),2,27,Bangladesh,False,names,0.7594339622641509,0.5754716981132075,0.9858490566037735
universal (translated),2,21,Bangladesh,True,cities,0.5925925925925926,0.45925925925925926,1.0
universal (translated),1,23,Bangladesh,True,culturebench,0.7733333333333333,0.7333333333333333,0.8133333333333334
universal (translated),2,25,Bangladesh,True,culturedistil,0.5512820512820513,0.5,0.7692307692307693
universal (translated),2,27,Bangladesh,True,names,0.8773584905660378,0.7924528301886793,0.9481132075471698
universal (translated),-2,23,France,False,cities,0.5485714285714286,0.49142857142857144,1.0
universal (translated),2,25,France,False,culturebench,0.7948717948717948,0.717948717948718,0.9487179487179487
universal (translated),2,25,France,False,culturedistil,0.5714285714285714,0.42857142857142855,0.8636363636363636
universal (translated),2,27,France,False,names,0.6179245283018868,0.5849056603773585,0.8301886792452831
universal (translated),1,25,France,True,cities,0.49714285714285716,0.4514285714285714,1.0
universal (translated),-2,21,France,True,culturebench,0.8717948717948718,0.8205128205128205,0.9487179487179487
universal (translated),2,25,France,True,culturedistil,0.6298701298701299,0.525974025974026,0.7727272727272727
universal (translated),2,27,France,True,names,0.660377358490566,0.589622641509434,0.8584905660377359
universal (translated),2,21,Russia,False,cities,0.44,0.38857142857142857,1.0
universal (translated),2,24,Russia,False,culturebench,0.75,0.6904761904761905,0.8333333333333334
universal (translated),2,25,Russia,False,culturedistil,0.6582278481012658,0.4430379746835443,0.8860759493670886
universal (translated),2,27,Russia,False,names,0.7753623188405797,0.5797101449275363,0.9347826086956522
universal (translated),2,27,Russia,True,cities,0.7371428571428571,0.38285714285714284,1.0
universal (translated),2,23,Russia,True,culturebench,0.7142857142857143,0.6666666666666666,0.7380952380952381
universal (translated),2,27,Russia,True,culturedistil,0.7151898734177216,0.6455696202531646,0.8164556962025317
universal (translated),2,25,Russia,True,names,0.7753623188405797,0.5072463768115942,0.8768115942028986
universal (translated),2,27,Turkey,False,cities,0.5657142857142857,0.42857142857142855,1.0
universal (translated),-2,24,Turkey,False,culturebench,0.7105263157894737,0.7017543859649122,0.8421052631578947
universal (translated),2,25,Turkey,False,culturedistil,0.5445544554455446,0.49504950495049505,0.905940594059406
universal (translated),2,27,Turkey,False,names,0.7751196172248804,0.6172248803827751,0.9904306220095693
universal (translated),2,25,Turkey,True,cities,0.5142857142857142,0.30857142857142855,1.0
universal (translated),2,23,Turkey,True,culturebench,0.7192982456140351,0.6578947368421053,0.8508771929824561
universal (translated),2,25,Turkey,True,culturedistil,0.6386138613861386,0.6039603960396039,0.8118811881188119
universal (translated),2,27,Turkey,True,names,0.84688995215311,0.6698564593301436,0.9904306220095693
universal (translated),-2,21,United States,True,cities,0.7783783783783784,0.527027027027027,1.0
universal (translated),2,22,United States,True,culturebench,0.9333333333333333,0.8833333333333333,0.95
universal (translated),-2,25,United States,True,culturedistil,0.5867052023121387,0.5115606936416185,0.7572254335260116
universal (translated),-1,27,United States,True,names,0.535064935064935,0.4753246753246753,0.8727272727272727
held-out universal (translated),2,25,Bangladesh,False,cities,0.45185185185185184,0.4148148148148148,1.0
held-out universal (translated),2,23,Bangladesh,False,culturebench,0.8133333333333334,0.76,0.9066666666666666
held-out universal (translated),2,25,Bangladesh,False,culturedistil,0.5705128205128205,0.5064102564102564,0.8974358974358975
held-out universal (translated),2,27,Bangladesh,False,names,0.7358490566037735,0.5754716981132075,0.9858490566037735
held-out universal (translated),2,21,Bangladesh,True,cities,0.5851851851851851,0.45925925925925926,1.0
held-out universal (translated),1,23,Bangladesh,True,culturebench,0.7866666666666666,0.7333333333333333,0.8133333333333334
held-out universal (translated),2,25,Bangladesh,True,culturedistil,0.5448717948717948,0.5,0.7692307692307693
held-out universal (translated),2,27,Bangladesh,True,names,0.8632075471698113,0.7924528301886793,0.9481132075471698
held-out universal (translated),1,21,France,False,cities,0.5028571428571429,0.49142857142857144,1.0
held-out universal (translated),1,25,France,False,culturebench,0.7435897435897436,0.717948717948718,0.9487179487179487
held-out universal (translated),2,25,France,False,culturedistil,0.5714285714285714,0.42857142857142855,0.8636363636363636
held-out universal (translated),2,27,France,False,names,0.6084905660377359,0.5849056603773585,0.8301886792452831
held-out universal (translated),2,22,France,True,cities,0.4857142857142857,0.4514285714285714,1.0
held-out universal (translated),1,25,France,True,culturebench,0.8717948717948718,0.8205128205128205,0.9487179487179487
held-out universal (translated),2,25,France,True,culturedistil,0.6298701298701299,0.525974025974026,0.7727272727272727
held-out universal (translated),2,25,France,True,names,0.6367924528301887,0.589622641509434,0.8584905660377359
held-out universal (translated),1,21,Russia,False,cities,0.42857142857142855,0.38857142857142857,1.0
held-out universal (translated),2,24,Russia,False,culturebench,0.75,0.6904761904761905,0.8333333333333334
held-out universal (translated),2,25,Russia,False,culturedistil,0.620253164556962,0.4430379746835443,0.8860759493670886
held-out universal (translated),2,27,Russia,False,names,0.6811594202898551,0.5797101449275363,0.9347826086956522
held-out universal (translated),2,25,Russia,True,cities,0.68,0.38285714285714284,1.0
held-out universal (translated),2,24,Russia,True,culturebench,0.7261904761904762,0.6666666666666666,0.7380952380952381
held-out universal (translated),2,27,Russia,True,culturedistil,0.7088607594936709,0.6455696202531646,0.8164556962025317
held-out universal (translated),2,25,Russia,True,names,0.7101449275362319,0.5072463768115942,0.8768115942028986
held-out universal (translated),2,27,Turkey,False,cities,0.5771428571428572,0.42857142857142855,1.0
held-out universal (translated),2,22,Turkey,False,culturebench,0.7192982456140351,0.7017543859649122,0.8421052631578947
held-out universal (translated),2,25,Turkey,False,culturedistil,0.5396039603960396,0.49504950495049505,0.905940594059406
held-out universal (translated),2,27,Turkey,False,names,0.7464114832535885,0.6172248803827751,0.9904306220095693
held-out universal (translated),2,27,Turkey,True,cities,0.5085714285714286,0.30857142857142855,1.0
held-out universal (translated),2,27,Turkey,True,culturebench,0.7280701754385965,0.6578947368421053,0.8508771929824561
held-out universal (translated),2,25,Turkey,True,culturedistil,0.6386138613861386,0.6039603960396039,0.8118811881188119
held-out universal (translated),2,27,Turkey,True,names,0.8373205741626795,0.6698564593301436,0.9904306220095693
held-out universal (translated),-2,21,United States,True,cities,0.8162162162162162,0.527027027027027,1.0
held-out universal (translated),-2,26,United States,True,culturebench,0.9166666666666666,0.8833333333333333,0.95
held-out universal (translated),-2,25,United States,True,culturedistil,0.6040462427745664,0.5115606936416185,0.7572254335260116
held-out universal (translated),-1,25,United States,True,names,0.5506493506493506,0.4753246753246753,0.8727272727272727
