vector,alpha,layer,country,translated,subtask,local_ans_steer,local_ans_no_steer,local_ans_hinted
per-culture (en),-2,15,Turkey,True,culturebench,0.6578947368421053,0.6578947368421053,0.8508771929824561
per-culture (en),-2,15,Turkey,True,culturedistil,0.599009900990099,0.6039603960396039,0.8118811881188119
per-culture (en),-2,15,Turkey,True,names,0.6746411483253588,0.6698564593301436,0.9904306220095693
per-culture (en),-2,15,United States,True,cities,0.5243243243243243,0.527027027027027,1.0
per-culture (en),-2,15,United States,True,culturebench,0.8833333333333333,0.8833333333333333,0.95
per-culture (en),-2,15,United States,True,culturedistil,0.5057803468208093,0.5115606936416185,0.7572254335260116
per-culture (en),-2,15,United States,True,names,0.4597402597402597,0.4753246753246753,0.8727272727272727
per-culture (en),-2,16,Bangladesh,False,cities,0.4148148148148148,0.4148148148148148,1.0
per-culture (en),-2,16,Bangladesh,False,culturebench,0.7733333333333333,0.76,0.9066666666666666
per-culture (en),-2,16,Bangladesh,False,culturedistil,0.5064102564102564,0.5064102564102564,0.8974358974358975
per-culture (en),-2,16,Bangladesh,False,names,0.5801886792452831,0.5754716981132075,0.9858490566037735
per-culture (en),-2,16,Bangladesh,True,cities,0.45185185185185184,0.45925925925925926,1.0
per-culture (en),-2,16,Bangladesh,True,culturebench,0.7466666666666667,0.7333333333333333,0.8133333333333334
per-culture (en),-2,16,Bangladesh,True,culturedistil,0.4807692307692308,0.5,0.7692307692307693
per-culture (en),-2,16,Bangladesh,True,names,0.7971698113207547,0.7924528301886793,0.9481132075471698
per-culture (en),-2,16,France,False,cities,0.49142857142857144,0.49142857142857144,1.0
per-culture (en),-2,16,France,False,culturebench,0.6923076923076923,0.717948717948718,0.9487179487179487
per-culture (en),-2,16,France,False,culturedistil,0.42857142857142855,0.42857142857142855,0.8636363636363636
per-culture (en),-2,16,France,False,names,0.589622641509434,0.5849056603773585,0.8301886792452831
per-culture (en),-2,16,France,True,cities,0.4514285714285714,0.4514285714285714,1.0
per-culture (en),-2,16,France,True,culturebench,0.8461538461538461,0.8205128205128205,0.9487179487179487
per-culture (en),-2,16,France,True,culturedistil,0.5324675324675324,0.525974025974026,0.7727272727272727
per-culture (en),-2,16,France,True,names,0.5943396226415094,0.589622641509434,0.8584905660377359
per-culture (en),-2,16,Russia,False,cities,0.37714285714285717,0.38857142857142857,1.0
per-culture (en),-2,16,Russia,False,culturebench,0.6904761904761905,0.6904761904761905,0.8333333333333334
per-culture (en),-2,16,Russia,False,culturedistil,0.46835443037974683,0.4430379746835443,0.8860759493670886
per-culture (en),-2,16,Russia,False,names,0.5797101449275363,0.5797101449275363,0.9347826086956522
per-culture (en),-2,16,Russia,True,cities,0.38285714285714284,0.38285714285714284,1.0
per-culture (en),-2,16,Russia,True,culturebench,0.6547619047619048,0.6666666666666666,0.7380952380952381
per-culture (en),-2,16,Russia,True,culturedistil,0.6518987341772152,0.6455696202531646,0.8164556962025317
per-culture (en),-2,16,Russia,True,names,0.5072463768115942,0.5072463768115942,0.8768115942028986
per-culture (en),-2,16,Turkey,False,cities,0.44,0.42857142857142855,1.0
per-culture (en),-2,16,Turkey,False,culturebench,0.6842105263157895,0.7017543859649122,0.8421052631578947
per-culture (en),-2,16,Turkey,False,culturedistil,0.49504950495049505,0.49504950495049505,0.905940594059406
per-culture (en),-2,16,Turkey,False,names,0.6124401913875598,0.6172248803827751,0.9904306220095693
per-culture (en),-2,16,Turkey,True,cities,0.3142857142857143,0.30857142857142855,1.0
per-culture (en),-2,16,Turkey,True,culturebench,0.6842105263157895,0.6578947368421053,0.8508771929824561
per-culture (en),-2,16,Turkey,True,culturedistil,0.599009900990099,0.6039603960396039,0.8118811881188119
per-culture (en),-2,16,Turkey,True,names,0.6602870813397129,0.6698564593301436,0.9904306220095693
per-culture (en),-2,16,United States,True,cities,0.527027027027027,0.527027027027027,1.0
per-culture (en),-2,16,United States,True,culturebench,0.8833333333333333,0.8833333333333333,0.95
per-culture (en),-2,16,United States,True,culturedistil,0.5028901734104047,0.5115606936416185,0.7572254335260116
per-culture (en),-2,16,United States,True,names,0.4727272727272727,0.4753246753246753,0.8727272727272727
per-culture (en),-2,17,Bangladesh,False,cities,0.4148148148148148,0.4148148148148148,1.0
per-culture (en),-2,17,Bangladesh,False,culturebench,0.7733333333333333,0.76,0.9066666666666666
per-culture (en),-2,17,Bangladesh,False,culturedistil,0.5064102564102564,0.5064102564102564,0.8974358974358975
per-culture (en),-2,17,Bangladesh,False,names,0.5613207547169812,0.5754716981132075,0.9858490566037735
per-culture (en),-2,17,Bangladesh,True,cities,0.45925925925925926,0.45925925925925926,1.0
per-culture (en),-2,17,Bangladesh,True,culturebench,0.7466666666666667,0.7333333333333333,0.8133333333333334
per-culture (en),-2,17,Bangladesh,True,culturedistil,0.47435897435897434,0.5,0.7692307692307693
per-culture (en),-2,17,Bangladesh,True,names,0.7924528301886793,0.7924528301886793,0.9481132075471698
per-culture (en),-2,17,France,False,cities,0.46285714285714286,0.49142857142857144,1.0
per-culture (en),-2,17,France,False,culturebench,0.6923076923076923,0.717948717948718,0.9487179487179487
per-culture (en),-2,17,France,False,culturedistil,0.44155844155844154,0.42857142857142855,0.8636363636363636
per-culture (en),-2,17,France,False,names,0.5801886792452831,0.5849056603773585,0.8301886792452831
per-culture (en),-2,17,France,True,cities,0.4514285714285714,0.4514285714285714,1.0
per-culture (en),-2,17,France,True,culturebench,0.8461538461538461,0.8205128205128205,0.9487179487179487
per-culture (en),-2,17,France,True,culturedistil,0.5324675324675324,0.525974025974026,0.7727272727272727
per-culture (en),-2,17,France,True,names,0.5849056603773585,0.589622641509434,0.8584905660377359
per-culture (en),-2,17,Russia,False,cities,0.36,0.38857142857142857,1.0
per-culture (en),-2,17,Russia,False,culturebench,0.6904761904761905,0.6904761904761905,0.8333333333333334
per-culture (en),-2,17,Russia,False,culturedistil,0.4620253164556962,0.4430379746835443,0.8860759493670886
per-culture (en),-2,17,Russia,False,names,0.572463768115942,0.5797101449275363,0.9347826086956522
per-culture (en),-2,17,Russia,True,cities,0.35428571428571426,0.38285714285714284,1.0
per-culture (en),-2,17,Russia,True,culturebench,0.6547619047619048,0.6666666666666666,0.7380952380952381
per-culture (en),-2,17,Russia,True,culturedistil,0.6518987341772152,0.6455696202531646,0.8164556962025317
per-culture (en),-2,17,Russia,True,names,0.5217391304347826,0.5072463768115942,0.8768115942028986
per-culture (en),-2,17,Turkey,False,cities,0.4228571428571429,0.42857142857142855,1.0
per-culture (en),-2,17,Turkey,False,culturebench,0.6842105263157895,0.7017543859649122,0.8421052631578947
per-culture (en),-2,17,Turkey,False,culturedistil,0.4900990099009901,0.49504950495049505,0.905940594059406
per-culture (en),-2,17,Turkey,False,names,0.6028708133971292,0.6172248803827751,0.9904306220095693
per-culture (en),-2,17,Turkey,True,cities,0.3142857142857143,0.30857142857142855,1.0
per-culture (en),-2,17,Turkey,True,culturebench,0.6578947368421053,0.6578947368421053,0.8508771929824561
per-culture (en),-2,17,Turkey,True,culturedistil,0.599009900990099,0.6039603960396039,0.8118811881188119
per-culture (en),-2,17,Turkey,True,names,0.6794258373205742,0.6698564593301436,0.9904306220095693
per-culture (en),-2,17,United States,True,cities,0.5324324324324324,0.527027027027027,1.0
per-culture (en),-2,17,United States,True,culturebench,0.8833333333333333,0.8833333333333333,0.95
per-culture (en),-2,17,United States,True,culturedistil,0.5,0.5115606936416185,0.7572254335260116
per-culture (en),-2,17,United States,True,names,0.4675324675324675,0.4753246753246753,0.8727272727272727
per-culture (en),-2,18,Bangladesh,False,cities,0.4,0.4148148148148148,1.0
per-culture (en),-2,18,Bangladesh,False,culturebench,0.7733333333333333,0.76,0.9066666666666666
per-culture (en),-2,18,Bangladesh,False,culturedistil,0.4935897435897436,0.5064102564102564,0.8974358974358975
per-culture (en),-2,18,Bangladesh,False,names,0.5566037735849056,0.5754716981132075,0.9858490566037735
per-culture (en),-2,18,Bangladesh,True,cities,0.4222222222222222,0.45925925925925926,1.0
per-culture (en),-2,18,Bangladesh,True,culturebench,0.72,0.7333333333333333,0.8133333333333334
per-culture (en),-2,18,Bangladesh,True,culturedistil,0.4807692307692308,0.5,0.7692307692307693
per-culture (en),-2,18,Bangladesh,True,names,0.7830188679245284,0.7924528301886793,0.9481132075471698
per-culture (en),-2,18,France,False,cities,0.48,0.49142857142857144,1.0
per-culture (en),-2,18,France,False,culturebench,0.6923076923076923,0.717948717948718,0.9487179487179487
per-culture (en),-2,18,France,False,culturedistil,0.44805194805194803,0.42857142857142855,0.8636363636363636
per-culture (en),-2,18,France,False,names,0.5754716981132075,0.5849056603773585,0.8301886792452831
per-culture (en),-2,18,France,True,cities,0.45714285714285713,0.4514285714285714,1.0
per-culture (en),-2,18,France,True,culturebench,0.8717948717948718,0.8205128205128205,0.9487179487179487
per-culture (en),-2,18,France,True,culturedistil,0.525974025974026,0.525974025974026,0.7727272727272727
per-culture (en),-2,18,France,True,names,0.589622641509434,0.589622641509434,0.8584905660377359
per-culture (en),-2,18,Russia,False,cities,0.3485714285714286,0.38857142857142857,1.0
per-culture (en),-2,18,Russia,False,culturebench,0.6904761904761905,0.6904761904761905,0.8333333333333334
per-culture (en),-2,18,Russia,False,culturedistil,0.44936708860759494,0.4430379746835443,0.8860759493670886
per-culture (en),-2,18,Russia,False,names,0.572463768115942,0.5797101449275363,0.9347826086956522
per-culture (en),-2,18,Russia,True,cities,0.34285714285714286,0.38285714285714284,1.0
per-culture (en),-2,18,Russia,True,culturebench,0.6547619047619048,0.6666666666666666,0.7380952380952381
per-culture (en),-2,18,Russia,True,culturedistil,0.6455696202531646,0.6455696202531646,0.8164556962025317
per-culture (en),-2,18,Russia,True,names,0.5217391304347826,0.5072463768115942,0.8768115942028986
per-culture (en),-2,18,Turkey,False,cities,0.4114285714285714,0.42857142857142855,1.0
per-culture (en),-2,18,Turkey,False,culturebench,0.6842105263157895,0.7017543859649122,0.8421052631578947
per-culture (en),-2,18,Turkey,False,culturedistil,0.4900990099009901,0.49504950495049505,0.905940594059406
per-culture (en),-2,18,Turkey,False,names,0.6124401913875598,0.6172248803827751,0.9904306220095693
per-culture (en),-2,18,Turkey,True,cities,0.2857142857142857,0.30857142857142855,1.0
per-culture (en),-2,18,Turkey,True,culturebench,0.6754385964912281,0.6578947368421053,0.8508771929824561
per-culture (en),-2,18,Turkey,True,culturedistil,0.594059405940594,0.6039603960396039,0.8118811881188119
per-culture (en),-2,18,Turkey,True,names,0.6650717703349283,0.6698564593301436,0.9904306220095693
per-culture (en),-2,18,United States,True,cities,0.518918918918919,0.527027027027027,1.0
per-culture (en),-2,18,United States,True,culturebench,0.8833333333333333,0.8833333333333333,0.95
per-culture (en),-2,18,United States,True,culturedistil,0.5028901734104047,0.5115606936416185,0.7572254335260116
per-culture (en),-2,18,United States,True,names,0.45714285714285713,0.4753246753246753,0.8727272727272727
per-culture (en),-2,19,Bangladesh,False,cities,0.35555555555555557,0.4148148148148148,1.0
per-culture (en),-2,19,Bangladesh,False,culturebench,0.7733333333333333,0.76,0.9066666666666666
per-culture (en),-2,19,Bangladesh,False,culturedistil,0.48717948717948717,0.5064102564102564,0.8974358974358975
per-culture (en),-2,19,Bangladesh,False,names,0.5471698113207547,0.5754716981132075,0.9858490566037735
per-culture (en),-2,19,Bangladesh,True,cities,0.4148148148148148,0.45925925925925926,1.0
per-culture (en),-2,19,Bangladesh,True,culturebench,0.7066666666666667,0.7333333333333333,0.8133333333333334
per-culture (en),-2,19,Bangladesh,True,culturedistil,0.46794871794871795,0.5,0.7692307692307693
per-culture (en),-2,19,Bangladesh,True,names,0.7641509433962265,0.7924528301886793,0.9481132075471698
per-culture (en),-2,19,France,False,cities,0.4742857142857143,0.49142857142857144,1.0
per-culture (en),-2,19,France,False,culturebench,0.6923076923076923,0.717948717948718,0.9487179487179487
per-culture (en),-2,19,France,False,culturedistil,0.43506493506493504,0.42857142857142855,0.8636363636363636
per-culture (en),-2,19,France,False,names,0.5849056603773585,0.5849056603773585,0.8301886792452831
per-culture (en),-2,19,France,True,cities,0.46285714285714286,0.4514285714285714,1.0
per-culture (en),-2,19,France,True,culturebench,0.8717948717948718,0.8205128205128205,0.9487179487179487
per-culture (en),-2,19,France,True,culturedistil,0.5194805194805194,0.525974025974026,0.7727272727272727
per-culture (en),-2,19,France,True,names,0.5801886792452831,0.589622641509434,0.8584905660377359
per-culture (en),-2,19,Russia,False,cities,0.33714285714285713,0.38857142857142857,1.0
per-culture (en),-2,19,Russia,False,culturebench,0.6904761904761905,0.6904761904761905,0.8333333333333334
per-culture (en),-2,19,Russia,False,culturedistil,0.41139240506329117,0.4430379746835443,0.8860759493670886
per-culture (en),-2,19,Russia,False,names,0.5797101449275363,0.5797101449275363,0.9347826086956522
per-culture (en),-2,19,Russia,True,cities,0.32571428571428573,0.38285714285714284,1.0
per-culture (en),-2,19,Russia,True,culturebench,0.6666666666666666,0.6666666666666666,0.7380952380952381
per-culture (en),-2,19,Russia,True,culturedistil,0.620253164556962,0.6455696202531646,0.8164556962025317
per-culture (en),-2,19,Russia,True,names,0.5289855072463768,0.5072463768115942,0.8768115942028986
per-culture (en),-2,19,Turkey,False,cities,0.37714285714285717,0.42857142857142855,1.0
per-culture (en),-2,19,Turkey,False,culturebench,0.6842105263157895,0.7017543859649122,0.8421052631578947
per-culture (en),-2,19,Turkey,False,culturedistil,0.49504950495049505,0.49504950495049505,0.905940594059406
per-culture (en),-2,19,Turkey,False,names,0.6028708133971292,0.6172248803827751,0.9904306220095693
per-culture (en),-2,19,Turkey,True,cities,0.2914285714285714,0.30857142857142855,1.0
per-culture (en),-2,19,Turkey,True,culturebench,0.6666666666666666,0.6578947368421053,0.8508771929824561
per-culture (en),-2,19,Turkey,True,culturedistil,0.594059405940594,0.6039603960396039,0.8118811881188119
per-culture (en),-2,19,Turkey,True,names,0.6650717703349283,0.6698564593301436,0.9904306220095693
per-culture (en),-2,19,United States,True,cities,0.5081081081081081,0.527027027027027,1.0
per-culture (en),-2,19,United States,True,culturebench,0.8833333333333333,0.8833333333333333,0.95
per-culture (en),-2,19,United States,True,culturedistil,0.5028901734104047,0.5115606936416185,0.7572254335260116
per-culture (en),-2,19,United States,True,names,0.45714285714285713,0.4753246753246753,0.8727272727272727
per-culture (en),-2,20,Bangladesh,False,cities,0.24444444444444444,0.4148148148148148,1.0
per-culture (en),-2,20,Bangladesh,False,culturebench,0.7466666666666667,0.76,0.9066666666666666
per-culture (en),-2,20,Bangladesh,False,culturedistil,0.46153846153846156,0.5064102564102564,0.8974358974358975
per-culture (en),-2,20,Bangladesh,False,names,0.5,0.5754716981132075,0.9858490566037735
per-culture (en),-2,20,Bangladesh,True,cities,0.35555555555555557,0.45925925925925926,1.0
per-culture (en),-2,20,Bangladesh,True,culturebench,0.72,0.7333333333333333,0.8133333333333334
per-culture (en),-2,20,Bangladesh,True,culturedistil,0.4935897435897436,0.5,0.7692307692307693
per-culture (en),-2,20,Bangladesh,True,names,0.6933962264150944,0.7924528301886793,0.9481132075471698
per-culture (en),-2,20,France,False,cities,0.44571428571428573,0.49142857142857144,1.0
per-culture (en),-2,20,France,False,culturebench,0.6923076923076923,0.717948717948718,0.9487179487179487
per-culture (en),-2,20,France,False,culturedistil,0.4155844155844156,0.42857142857142855,0.8636363636363636
per-culture (en),-2,20,France,False,names,0.5801886792452831,0.5849056603773585,0.8301886792452831
per-culture (en),-2,20,France,True,cities,0.46285714285714286,0.4514285714285714,1.0
per-culture (en),-2,20,France,True,culturebench,0.8205128205128205,0.8205128205128205,0.9487179487179487
per-culture (en),-2,20,France,True,culturedistil,0.525974025974026,0.525974025974026,0.7727272727272727
per-culture (en),-2,20,France,True,names,0.5801886792452831,0.589622641509434,0.8584905660377359
per-culture (en),-2,20,Russia,False,cities,0.26857142857142857,0.38857142857142857,1.0
per-culture (en),-2,20,Russia,False,culturebench,0.6785714285714286,0.6904761904761905,0.8333333333333334
per-culture (en),-2,20,Russia,False,culturedistil,0.3860759493670886,0.4430379746835443,0.8860759493670886
per-culture (en),-2,20,Russia,False,names,0.5362318840579711,0.5797101449275363,0.9347826086956522
per-culture (en),-2,20,Russia,True,cities,0.26857142857142857,0.38285714285714284,1.0
per-culture (en),-2,20,Russia,True,culturebench,0.6428571428571429,0.6666666666666666,0.7380952380952381
per-culture (en),-2,20,Russia,True,culturedistil,0.6075949367088608,0.6455696202531646,0.8164556962025317
per-culture (en),-2,20,Russia,True,names,0.5144927536231884,0.5072463768115942,0.8768115942028986
per-culture (en),-2,20,Turkey,False,cities,0.3028571428571429,0.42857142857142855,1.0
per-culture (en),-2,20,Turkey,False,culturebench,0.6754385964912281,0.7017543859649122,0.8421052631578947
per-culture (en),-2,20,Turkey,False,culturedistil,0.4900990099009901,0.49504950495049505,0.905940594059406
per-culture (en),-2,20,Turkey,False,names,0.5502392344497608,0.6172248803827751,0.9904306220095693
per-culture (en),-2,20,Turkey,True,cities,0.2914285714285714,0.30857142857142855,1.0
per-culture (en),-2,20,Turkey,True,culturebench,0.6666666666666666,0.6578947368421053,0.8508771929824561
per-culture (en),-2,20,Turkey,True,culturedistil,0.5841584158415841,0.6039603960396039,0.8118811881188119
per-culture (en),-2,20,Turkey,True,names,0.631578947368421,0.6698564593301436,0.9904306220095693
per-culture (en),-2,20,United States,True,cities,0.5027027027027027,0.527027027027027,1.0
per-culture (en),-2,20,United States,True,culturebench,0.8833333333333333,0.8833333333333333,0.95
per-culture (en),-2,20,United States,True,culturedistil,0.49421965317919075,0.5115606936416185,0.7572254335260116
per-culture (en),-2,20,United States,True,names,0.44935064935064933,0.4753246753246753,0.8727272727272727
per-culture (en),-2,21,Bangladesh,False,cities,0.3037037037037037,0.4148148148148148,1.0
per-culture (en),-2,21,Bangladesh,False,culturebench,0.7466666666666667,0.76,0.9066666666666666
per-culture (en),-2,21,Bangladesh,False,culturedistil,0.4230769230769231,0.5064102564102564,0.8974358974358975
per-culture (en),-2,21,Bangladesh,False,names,0.4811320754716981,0.5754716981132075,0.9858490566037735
per-culture (en),-2,21,Bangladesh,True,cities,0.4444444444444444,0.45925925925925926,1.0
per-culture (en),-2,21,Bangladesh,True,culturebench,0.6666666666666666,0.7333333333333333,0.8133333333333334
per-culture (en),-2,21,Bangladesh,True,culturedistil,0.42948717948717946,0.5,0.7692307692307693
per-culture (en),-2,21,Bangladesh,True,names,0.5094339622641509,0.7924528301886793,0.9481132075471698
per-culture (en),-2,21,France,False,cities,0.44571428571428573,0.49142857142857144,1.0
per-culture (en),-2,21,France,False,culturebench,0.6923076923076923,0.717948717948718,0.9487179487179487
per-culture (en),-2,21,France,False,culturedistil,0.461038961038961,0.42857142857142855,0.8636363636363636
per-culture (en),-2,21,France,False,names,0.5141509433962265,0.5849056603773585,0.8301886792452831
per-culture (en),-2,21,France,True,cities,0.44571428571428573,0.4514285714285714,1.0
per-culture (en),-2,21,France,True,culturebench,0.7948717948717948,0.8205128205128205,0.9487179487179487
per-culture (en),-2,21,France,True,culturedistil,0.5324675324675324,0.525974025974026,0.7727272727272727
per-culture (en),-2,21,France,True,names,0.5754716981132075,0.589622641509434,0.8584905660377359
per-culture (en),-2,21,Russia,False,cities,0.17142857142857143,0.38857142857142857,1.0
per-culture (en),-2,21,Russia,False,culturebench,0.6428571428571429,0.6904761904761905,0.8333333333333334
per-culture (en),-2,21,Russia,False,culturedistil,0.36075949367088606,0.4430379746835443,0.8860759493670886
per-culture (en),-2,21,Russia,False,names,0.463768115942029,0.5797101449275363,0.9347826086956522
per-culture (en),-2,21,Russia,True,cities,0.44571428571428573,0.38285714285714284,1.0
per-culture (en),-2,21,Russia,True,culturebench,0.5714285714285714,0.6666666666666666,0.7380952380952381
per-culture (en),-2,21,Russia,True,culturedistil,0.5759493670886076,0.6455696202531646,0.8164556962025317
per-culture (en),-2,21,Russia,True,names,0.41304347826086957,0.5072463768115942,0.8768115942028986
per-culture (en),-2,21,Turkey,False,cities,0.2571428571428571,0.42857142857142855,1.0
per-culture (en),-2,21,Turkey,False,culturebench,0.6578947368421053,0.7017543859649122,0.8421052631578947
per-culture (en),-2,21,Turkey,False,culturedistil,0.46534653465346537,0.49504950495049505,0.905940594059406
per-culture (en),-2,21,Turkey,False,names,0.4449760765550239,0.6172248803827751,0.9904306220095693
per-culture (en),-2,21,Turkey,True,cities,0.38285714285714284,0.30857142857142855,1.0
per-culture (en),-2,21,Turkey,True,culturebench,0.6578947368421053,0.6578947368421053,0.8508771929824561
per-culture (en),-2,21,Turkey,True,culturedistil,0.5693069306930693,0.6039603960396039,0.8118811881188119
per-culture (en),-2,21,Turkey,True,names,0.47368421052631576,0.6698564593301436,0.9904306220095693
per-culture (en),-2,21,United States,True,cities,0.5621621621621622,0.527027027027027,1.0
per-culture (en),-2,21,United States,True,culturebench,0.8833333333333333,0.8833333333333333,0.95
per-culture (en),-2,21,United States,True,culturedistil,0.48265895953757226,0.5115606936416185,0.7572254335260116
per-culture (en),-2,21,United States,True,names,0.37662337662337664,0.4753246753246753,0.8727272727272727
per-culture (en),-2,22,Bangladesh,False,cities,0.2,0.4148148148148148,1.0
per-culture (en),-2,22,Bangladesh,False,culturebench,0.7333333333333333,0.76,0.9066666666666666
per-culture (en),-2,22,Bangladesh,False,culturedistil,0.40384615384615385,0.5064102564102564,0.8974358974358975
per-culture (en),-2,22,Bangladesh,False,names,0.49056603773584906,0.5754716981132075,0.9858490566037735
per-culture (en),-2,22,Bangladesh,True,cities,0.4222222222222222,0.45925925925925926,1.0
per-culture (en),-2,22,Bangladesh,True,culturebench,0.6533333333333333,0.7333333333333333,0.8133333333333334
per-culture (en),-2,22,Bangladesh,True,culturedistil,0.4166666666666667,0.5,0.7692307692307693
per-culture (en),-2,22,Bangladesh,True,names,0.5707547169811321,0.7924528301886793,0.9481132075471698
per-culture (en),-2,22,France,False,cities,0.3314285714285714,0.49142857142857144,1.0
per-culture (en),-2,22,France,False,culturebench,0.6923076923076923,0.717948717948718,0.9487179487179487
per-culture (en),-2,22,France,False,culturedistil,0.4025974025974026,0.42857142857142855,0.8636363636363636
per-culture (en),-2,22,France,False,names,0.5283018867924528,0.5849056603773585,0.8301886792452831
per-culture (en),-2,22,France,True,cities,0.45714285714285713,0.4514285714285714,1.0
per-culture (en),-2,22,France,True,culturebench,0.7435897435897436,0.8205128205128205,0.9487179487179487
per-culture (en),-2,22,France,True,culturedistil,0.525974025974026,0.525974025974026,0.7727272727272727
per-culture (en),-2,22,France,True,names,0.5707547169811321,0.589622641509434,0.8584905660377359
per-culture (en),-2,22,Russia,False,cities,0.15428571428571428,0.38857142857142857,1.0
per-culture (en),-2,22,Russia,False,culturebench,0.6190476190476191,0.6904761904761905,0.8333333333333334
per-culture (en),-2,22,Russia,False,culturedistil,0.379746835443038,0.4430379746835443,0.8860759493670886
per-culture (en),-2,22,Russia,False,names,0.45652173913043476,0.5797101449275363,0.9347826086956522
per-culture (en),-2,22,Russia,True,cities,0.36,0.38285714285714284,1.0
per-culture (en),-2,22,Russia,True,culturebench,0.5476190476190477,0.6666666666666666,0.7380952380952381
per-culture (en),-2,22,Russia,True,culturedistil,0.569620253164557,0.6455696202531646,0.8164556962025317
per-culture (en),-2,22,Russia,True,names,0.427536231884058,0.5072463768115942,0.8768115942028986
per-culture (en),-2,22,Turkey,False,cities,0.2,0.42857142857142855,1.0
per-culture (en),-2,22,Turkey,False,culturebench,0.6666666666666666,0.7017543859649122,0.8421052631578947
per-culture (en),-2,22,Turkey,False,culturedistil,0.4752475247524752,0.49504950495049505,0.905940594059406
per-culture (en),-2,22,Turkey,False,names,0.47368421052631576,0.6172248803827751,0.9904306220095693
per-culture (en),-2,22,Turkey,True,cities,0.4057142857142857,0.30857142857142855,1.0
per-culture (en),-2,22,Turkey,True,culturebench,0.6578947368421053,0.6578947368421053,0.8508771929824561
per-culture (en),-2,22,Turkey,True,culturedistil,0.5742574257425742,0.6039603960396039,0.8118811881188119
per-culture (en),-2,22,Turkey,True,names,0.5406698564593302,0.6698564593301436,0.9904306220095693
per-culture (en),-2,22,United States,True,cities,0.5297297297297298,0.527027027027027,1.0
per-culture (en),-2,22,United States,True,culturebench,0.85,0.8833333333333333,0.95
per-culture (en),-2,22,United States,True,culturedistil,0.4913294797687861,0.5115606936416185,0.7572254335260116
per-culture (en),-2,22,United States,True,names,0.3922077922077922,0.4753246753246753,0.8727272727272727
per-culture (en),-2,23,Bangladesh,False,cities,0.18518518518518517,0.4148148148148148,1.0
per-culture (en),-2,23,Bangladesh,False,culturebench,0.76,0.76,0.9066666666666666
per-culture (en),-2,23,Bangladesh,False,culturedistil,0.4166666666666667,0.5064102564102564,0.8974358974358975
per-culture (en),-2,23,Bangladesh,False,names,0.4339622641509434,0.5754716981132075,0.9858490566037735
per-culture (en),-2,23,Bangladesh,True,cities,0.4222222222222222,0.45925925925925926,1.0
per-culture (en),-2,23,Bangladesh,True,culturebench,0.68,0.7333333333333333,0.8133333333333334
